id,title,missing_year,classification,confidence,evidence,variant_title,swallowed_by,median_wc,edition_count,present_years
CHANCELLOR,CHANCELLOR,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,3020,6,1771|1778|1797|1815|1823|1860
DANTE,DANTE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,3019,5,1778|1797|1815|1823|1842
WATSON,WATSON,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,3011,5,1778|1810|1815|1823|1860
WATSON,WATSON,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,3011,5,1778|1810|1815|1823|1860
APIARY,APIARY,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,3008,7,1771|1797|1810|1815|1823|1842|1860
FILTRATION,FILTRATION,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2998,3,1797|1815|1842
FILTRATION,FILTRATION,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2998,3,1797|1815|1842
MILLE_PASSUS,MILLE PASSUS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2979,4,1797|1815|1823|1842
MAINE,MAINE,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2971,3,1771|1842|1860
MAINE,MAINE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2971,3,1771|1842|1860
MAINE,MAINE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2971,3,1771|1842|1860
MAINE,MAINE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2971,3,1771|1842|1860
CANARIES,CANARIES,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2960,2,1771|1842
CANARIES,CANARIES,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2960,2,1771|1842
CANARIES,CANARIES,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2960,2,1771|1842
CANARIES,CANARIES,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2960,2,1771|1842
BOERHAAVE,BOERHAAVE,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2948,6,1778|1810|1815|1823|1842|1860
CRICKET,CRICKET,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2947,2,1797|1860
CRICKET,CRICKET,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2947,2,1797|1860
CRICKET,CRICKET,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2947,2,1797|1860
CRICKET,CRICKET,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2947,2,1797|1860
NORRIS,NORRIS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2946,3,1797|1823|1860
NORRIS,NORRIS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2946,3,1797|1823|1860
NORRIS,NORRIS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2946,3,1797|1823|1860
OROBIO,OROBIO,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2943,5,1797|1815|1823|1842|1860
FASCINATION,FASCINATION,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2903,7,1771|1778|1797|1810|1815|1842|1860
BALA,BALA,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2876,5,1771|1778|1797|1842|1860
BALA,BALA,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2876,5,1771|1778|1797|1842|1860
BALA,BALA,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2876,5,1771|1778|1797|1842|1860
ABBREVIATION,ABBREVIATION,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2862,6,1771|1797|1815|1823|1842|1860
EULER,EULER,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2838,5,1797|1810|1815|1842|1860
HALDE,HALDE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2814,6,1778|1797|1810|1815|1842|1860
ANTIOCH,ANTIOCH,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2801,5,1771|1797|1810|1815|1860
FLETEWOOD,FLETEWOOD,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2793,5,1778|1797|1815|1842|1860
FLETEWOOD,FLETEWOOD,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2793,5,1778|1797|1815|1842|1860
BEHEM,BEHEM,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2790,3,1797|1842|1860
BEHEM,BEHEM,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2790,3,1797|1842|1860
BEHEM,BEHEM,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2790,3,1797|1842|1860
CARDIFF,CARDIFF,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2790,7,1771|1778|1810|1815|1823|1842|1860
PORTO_RICO,PORTO RICO,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2776,3,1771|1842|1860
PORTO_RICO,PORTO RICO,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2776,3,1771|1842|1860
PORTO_RICO,PORTO RICO,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2776,3,1771|1842|1860
PORTO_RICO,PORTO RICO,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2776,3,1771|1842|1860
PORTO_RICO,PORTO RICO,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2776,3,1771|1842|1860
CLOUD,CLOUD,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2768,5,1778|1797|1810|1842|1860
CLOUD,CLOUD,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2768,5,1778|1797|1810|1842|1860
MAYER,MAYER,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2767,4,1797|1815|1842|1860
MAYER,MAYER,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2767,4,1797|1815|1842|1860
DARWIN,DARWIN,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2742,3,1810|1815|1860
DARWIN,DARWIN,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2742,3,1810|1815|1860
FLEURY,FLEURY,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2721,3,1771|1842|1860
FLEURY,FLEURY,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2721,3,1771|1842|1860
FLEURY,FLEURY,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2721,3,1771|1842|1860
FLEURY,FLEURY,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2721,3,1771|1842|1860
FLEURY,FLEURY,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2721,3,1771|1842|1860
ASPERIFOLIATE,ASPERIFOLIATE,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2717,6,1771|1797|1810|1815|1823|1842
GHENT,GHENT,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2703,7,1771|1778|1797|1810|1815|1823|1860
ROSA,ROSA,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2699,7,1771|1778|1797|1810|1815|1842|1860
REVELATION,REVELATION,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2692,7,1771|1778|1810|1815|1823|1842|1860
WILLIAM_OF_WYKEHAM,WILLIAM OF WYKEHAM,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2690,2,1823|1860
WARTON,WARTON,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2659,3,1797|1842|1860
WARTON,WARTON,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2659,3,1797|1842|1860
LYMPH,LYMPH,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2641,6,1771|1778|1810|1815|1823|1842
NANCOWRY,NANCOWRY,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2626,5,1797|1810|1815|1823|1860
ORCHARD,ORCHARD,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2613,5,1778|1797|1815|1823|1842
GROTIUS,GROTIUS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2607,3,1797|1815|1860
GROTIUS,GROTIUS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2607,3,1797|1815|1860
GROTIUS,GROTIUS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2607,3,1797|1815|1860
BLENHEIM,BLENHEIM,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2601,7,1771|1778|1797|1810|1815|1823|1860
CHATTERTON,CHATTERTON,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2572,5,1797|1810|1815|1823|1860
WIGTOWN,WIGTOWN,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2570,2,1771|1860
WIGTOWN,WIGTOWN,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2570,2,1771|1860
WIGTOWN,WIGTOWN,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2570,2,1771|1860
WIGTOWN,WIGTOWN,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2570,2,1771|1860
DIDACTIC,DIDACTIC,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2567,6,1771|1797|1810|1815|1823|1860
DIDACTIC,DIDACTIC,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2567,6,1771|1797|1810|1815|1823|1860
PHILISTINES,PHILISTINES,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2558,5,1797|1810|1815|1823|1860
NICEPHORUS,NICEPHORUS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2537,5,1778|1797|1815|1842|1860
NICEPHORUS,NICEPHORUS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2537,5,1778|1797|1815|1842|1860
DAMIENS,DAMIENS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2535,5,1797|1815|1823|1842|1860
FRANCIS,FRANCIS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2495,4,1810|1815|1823|1860
LORETO,LORETO,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2495,6,1771|1810|1815|1823|1842|1860
FORFEITURE,FORFEITURE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2480,6,1771|1778|1797|1815|1823|1860
FORFEITURE,FORFEITURE,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2480,6,1771|1778|1797|1815|1823|1860
TARTINI,TARTINI,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2467,2,1778|1860
TARTINI,TARTINI,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2467,2,1778|1860
TARTINI,TARTINI,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2467,2,1778|1860
TARTINI,TARTINI,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2467,2,1778|1860
TARTINI,TARTINI,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2467,2,1778|1860
BOYSE,BOYSE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2461,4,1778|1797|1810|1842
BOYSE,BOYSE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2461,4,1778|1797|1810|1842
NICERON,NICERON,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2443,5,1778|1810|1815|1823|1842
ELECT,ELECT,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2428,6,1771|1797|1810|1815|1823|1842
VIVES,VIVES,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2419,3,1778|1797|1860
VIVES,VIVES,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2419,3,1778|1797|1860
VIVES,VIVES,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2419,3,1778|1797|1860
MARITIME,MARITIME,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2418,5,1771|1778|1815|1823|1842
MARITIME,MARITIME,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2418,5,1771|1778|1815|1823|1842
LINEN,LINEN,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2413,5,1778|1797|1810|1815|1860
LINEN,LINEN,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2413,5,1778|1797|1810|1815|1860
CAMUS,CAMUS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2400,7,1771|1778|1797|1810|1815|1823|1860
WESLEY,WESLEY,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2387,5,1797|1810|1815|1842|1860
VENTRILLOQUIST,VENTRILLOQUIST,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2374,2,1797|1860
VENTRILLOQUIST,VENTRILLOQUIST,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2374,2,1797|1860
VENTRILLOQUIST,VENTRILLOQUIST,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2374,2,1797|1860
KAJUAGA,KAJUAGA,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2366,2,1810|1823
WINTON,WINTON,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2365,4,1810|1815|1842|1860
FIRMICUS,FIRMICUS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2362,3,1810|1842|1860
FIRMICUS,FIRMICUS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2362,3,1810|1842|1860
BASSORA,BASSORA,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2352,3,1810|1815|1842
PLAUTUS,PLAUTUS,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2349,6,1778|1810|1815|1823|1842|1860
COLLISION,COLLISION,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2337,5,1778|1797|1815|1823|1860
MENDOZA,MENDOZA,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2333,3,1778|1797|1860
MENDOZA,MENDOZA,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2333,3,1778|1797|1860
MENDOZA,MENDOZA,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2333,3,1778|1797|1860
MENDOZA,MENDOZA,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2333,3,1778|1797|1860
IVORY,IVORY,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2323,7,1771|1778|1797|1810|1823|1842|1860
EXCHEQUER,EXCHEQUER,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2315,6,1771|1778|1797|1810|1815|1842
PARACELSIUS,PARACELSIUS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2300,5,1797|1810|1823|1842|1860
GRAVINA,GRAVINA,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2281,7,1771|1778|1797|1810|1815|1842|1860
BRONTOLOGY,BRONTOLOGY,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2277,3,1778|1842|1860
BRONTOLOGY,BRONTOLOGY,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2277,3,1778|1842|1860
BRONTOLOGY,BRONTOLOGY,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2277,3,1778|1842|1860
BRONTOLOGY,BRONTOLOGY,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2277,3,1778|1842|1860
POMONA,POMONA,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2277,4,1810|1815|1823|1860
ASSYRIA,ASSYRIA,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2271,7,1771|1797|1810|1815|1823|1842|1860
ASPICUETA,ASPICUETA,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2265,4,1797|1810|1823|1860
ASPICUETA,ASPICUETA,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2265,4,1797|1810|1823|1860
BATTEL,BATTEL,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2262,5,1778|1815|1823|1842|1860
BATTEL,BATTEL,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2262,5,1778|1815|1823|1842|1860
LEIPSIC,LEIPSIC,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2258,7,1771|1778|1797|1810|1815|1823|1860
NEWMARKET,NEWMARKET,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2255,7,1771|1778|1797|1810|1815|1823|1860
RASAY,RASAY,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2245,4,1797|1815|1823|1842
ILDEFONSO,ILDEFONSO,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2243,5,1797|1810|1815|1842|1860
THESSALY,THESSALY,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2242,6,1771|1778|1810|1815|1823|1842
FOSTER,FOSTER,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2232,5,1797|1815|1823|1842|1860
BRONZE,BRONZE,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2231,6,1778|1797|1810|1815|1823|1860
ROUSSILLON,ROUSSILLON,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2205,3,1815|1823|1860
SENATE,SENATE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2204,7,1771|1778|1797|1810|1815|1842|1860
GARNET,GARNET,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2199,7,1771|1778|1797|1810|1815|1823|1860
CAERMARTHEN,CAERMARTHEN,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2186,5,1771|1778|1815|1842|1860
STEPHANUS,STEPHANUS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2182,4,1778|1797|1842|1860
STEPHANUS,STEPHANUS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2182,4,1778|1797|1842|1860
MERIONETHSHIRE,MERIONETHSHIRE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2179,6,1771|1797|1815|1823|1842|1860
TRANSFUSION_OF_BLOOD,TRANSFUSION OF BLOOD,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2177,3,1778|1815|1842
TRANSFUSION_OF_BLOOD,TRANSFUSION OF BLOOD,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2177,3,1778|1815|1842
MEDITERRANEAN_SEA,MEDITERRANEAN SEA,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2170,2,1778|1860
MEDITERRANEAN_SEA,MEDITERRANEAN SEA,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2170,2,1778|1860
MEDITERRANEAN_SEA,MEDITERRANEAN SEA,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2170,2,1778|1860
MEDITERRANEAN_SEA,MEDITERRANEAN SEA,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2170,2,1778|1860
MEDITERRANEAN_SEA,MEDITERRANEAN SEA,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2170,2,1778|1860
NIEUWLAND,NIEUWLAND,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2164,2,1797|1860
NIEUWLAND,NIEUWLAND,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2164,2,1797|1860
NIEUWLAND,NIEUWLAND,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2164,2,1797|1860
NIEUWLAND,NIEUWLAND,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2164,2,1797|1860
BOTTICELLI,BOTTICELLI,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2157,2,1797|1860
BOTTICELLI,BOTTICELLI,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2157,2,1797|1860
BOTTICELLI,BOTTICELLI,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2157,2,1797|1860
REPRODUCTION,REPRODUCTION,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2150,4,1771|1778|1797|1842
REPRODUCTION,REPRODUCTION,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2150,4,1771|1778|1797|1842
REPRODUCTION,REPRODUCTION,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2150,4,1771|1778|1797|1842
HAVANA,HAVANA,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2147,3,1815|1823|1860
GLUE,GLUE,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2138,7,1771|1778|1797|1810|1815|1823|1860
VERDEN,VERDEN,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2129,3,1778|1797|1860
VERDEN,VERDEN,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2129,3,1778|1797|1860
VERDEN,VERDEN,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2129,3,1778|1797|1860
CROCODILE,CROCODILE,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2117,6,1778|1797|1810|1815|1823|1860
CHATEAU-BRIANT,CHATEAU-BRIANT,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2113,5,1778|1797|1815|1823|1860
MACCABEES,MACCABEES,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2090,6,1771|1797|1810|1815|1842|1860
OWHYHEE,OWHYHEE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2077,4,1797|1810|1815|1842
MAGDEBURG,MAGDEBURG,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2075,7,1771|1778|1797|1810|1815|1823|1860
PEIRESC,PEIRESC,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2075,5,1797|1815|1823|1842|1860
