id,title,missing_year,classification,confidence,evidence,variant_title,swallowed_by,median_wc,edition_count,present_years
TEFLIS,TEFLIS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2075,6,1771|1778|1797|1810|1842|1860
TEFLIS,TEFLIS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2075,6,1771|1778|1797|1810|1842|1860
RAPE,RAPE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2072,6,1778|1797|1810|1815|1842|1860
PRE-EXISTENCE,PRE-EXISTENCE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2065,6,1771|1778|1797|1815|1823|1842
HOBBES,HOBBES,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2063,2,1797|1860
HOBBES,HOBBES,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2063,2,1797|1860
HOBBES,HOBBES,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2063,2,1797|1860
HOBBES,HOBBES,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2063,2,1797|1860
ASIA_MINOR,ASIA MINOR,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2058,5,1778|1797|1810|1823|1860
ASIA_MINOR,ASIA MINOR,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2058,5,1778|1797|1810|1823|1860
COCK,COCK,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2053,7,1771|1778|1797|1810|1815|1842|1860
SANQUHAR,SANQUHAR,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2049,3,1771|1842|1860
SANQUHAR,SANQUHAR,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2049,3,1771|1842|1860
SANQUHAR,SANQUHAR,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2049,3,1771|1842|1860
SANQUHAR,SANQUHAR,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2049,3,1771|1842|1860
ELASTIC,ELASTIC,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2046,6,1771|1797|1810|1815|1823|1842
MILO,MILO,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2040,4,1778|1810|1842|1860
MILO,MILO,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2040,4,1778|1810|1842|1860
MILO,MILO,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2040,4,1778|1810|1842|1860
FAGUS,FAGUS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2037,6,1778|1797|1810|1815|1823|1860
ZENO,ZENO,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2037,6,1778|1797|1810|1815|1823|1860
CIRRIPEDES,CIRRIPEDES,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2034,2,1823|1860
KEATE,KEATE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2013,3,1797|1810|1842
KEATE,KEATE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,2013,3,1797|1810|1842
MURATORI,MURATORI,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1992,6,1778|1797|1810|1815|1823|1860
MONTGOMERYSHIRE,MONTGOMERYSHIRE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1986,5,1778|1810|1823|1842|1860
BAAL-ZEBUB,BAAL-ZEBUB,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1971,6,1778|1797|1815|1823|1842|1860
ELEGY,ELEGY,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1968,5,1771|1797|1823|1842|1860
ELEGY,ELEGY,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1968,5,1771|1797|1823|1842|1860
ELEGY,ELEGY,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1968,5,1771|1797|1823|1842|1860
GIANTS_CAUSEWAY,GIANTS CAUSEWAY,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1968,7,1771|1778|1797|1810|1815|1823|1860
CARIBBEE_ISLANDS,CARIBBEE ISLANDS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1960,6,1778|1797|1810|1815|1823|1860
PENNANT,PENNANT,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1959,4,1797|1810|1815|1842
ISPANAHAN,ISPANAHAN,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1955,5,1771|1778|1797|1810|1842
ISPANAHAN,ISPANAHAN,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1955,5,1771|1778|1797|1810|1842
PARKHURST,PARKHURST,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1952,2,1797|1860
PUNCTUATION,PUNCTUATION,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1946,5,1778|1797|1810|1823|1860
PUNCTUATION,PUNCTUATION,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1946,5,1778|1797|1810|1823|1860
CENSURE,CENSURE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1945,5,1771|1778|1797|1842|1860
CENSURE,CENSURE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1945,5,1771|1778|1797|1842|1860
CYPRIANUS,CYPRIANUS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1924,5,1778|1797|1815|1823|1842
GRASSHOPPER,GRASSHOPPER,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1907,6,1778|1797|1810|1815|1823|1860
BISMUTH,BISMUTH,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1894,4,1778|1797|1842|1860
BISMUTH,BISMUTH,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1894,4,1778|1797|1842|1860
BISMUTH,BISMUTH,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1894,4,1778|1797|1842|1860
MORTAR-PIECE,MORTAR-PIECE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1894,2,1810|1823
OUTLAW,OUTLAW,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1890,6,1778|1797|1810|1815|1823|1860
GELDERLAND,GELDERLAND,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1878,4,1771|1778|1797|1860
GELDERLAND,GELDERLAND,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1878,4,1771|1778|1797|1860
GELDERLAND,GELDERLAND,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1878,4,1771|1778|1797|1860
GELDERLAND,GELDERLAND,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1878,4,1771|1778|1797|1860
ROHAN,ROHAN,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1876,7,1771|1797|1810|1815|1823|1842|1860
LITUUS,LITUUS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1868,4,1797|1810|1823|1842
SAFFRON,SAFFRON,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1853,6,1778|1797|1810|1815|1823|1860
PENSACOLA,PENSACOLA,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1850,6,1778|1797|1810|1815|1823|1860
GARBE,GARBE,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1842,6,1771|1778|1815|1823|1842|1860
GARBE,GARBE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1842,6,1771|1778|1815|1823|1842|1860
ASSUMPTION,ASSUMPTION,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1841,7,1771|1778|1797|1810|1815|1842|1860
HORNBY,HORNBY,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1839,5,1778|1810|1815|1823|1842
CABOT,CABOT,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1830,3,1810|1815|1842
BOHOL,BOHOL,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1828,5,1771|1815|1823|1842|1860
BOHOL,BOHOL,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1828,5,1771|1815|1823|1842|1860
NEHEMIAH,NEHEMIAH,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1817,7,1771|1778|1810|1815|1823|1842|1860
MONTAIGNE,MONTAIGNE,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1810,3,1778|1815|1860
MONTAIGNE,MONTAIGNE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1810,3,1778|1815|1860
MONTAIGNE,MONTAIGNE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1810,3,1778|1815|1860
MONTAIGNE,MONTAIGNE,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1810,3,1778|1815|1860
MARK,MARK,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1804,7,1771|1778|1797|1810|1815|1823|1860
AUGSBURG,AUGSBURG,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1802,6,1778|1797|1815|1823|1842|1860
VANBRUGH,VANBRUGH,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1794,5,1778|1797|1810|1815|1842
JOSEPHUS,JOSEPHUS,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1788,5,1778|1810|1815|1823|1860
NUTRITION,NUTRITION,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1781,6,1771|1778|1797|1810|1815|1842
STRALSUND,STRALSUND,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1773,7,1771|1778|1797|1810|1815|1823|1860
NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1767,5,1778|1815|1823|1842|1860
NICOLE,NICOLE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1765,4,1778|1797|1842|1860
NICOLE,NICOLE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1765,4,1778|1797|1842|1860
NICOLE,NICOLE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1765,4,1778|1797|1842|1860
CHANDLER,CHANDLER,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1754,6,1778|1797|1810|1815|1842|1860
HELIADAE,HELIADAE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1742,2,1815|1842
COFFEE_ALSO,COFFEE ALSO,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1726,5,1778|1797|1815|1842|1860
BETEL,BETEL,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1722,6,1778|1810|1815|1823|1842|1860
FIGURAL,FIGURAL,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1717,5,1771|1797|1815|1823|1842
FIGURAL,FIGURAL,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1717,5,1771|1797|1815|1823|1842
VALENTINIANS,VALENTINIANS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1711,7,1771|1778|1797|1810|1823|1842|1860
HIGHLANDERS,HIGHLANDERS,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1709,5,1778|1810|1815|1823|1842
CHATHAM,CHATHAM,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1695,6,1771|1797|1815|1823|1842|1860
GANGES,GANGES,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1693,4,1810|1815|1842|1860
MAST,MAST,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1672,6,1771|1778|1797|1810|1815|1842
BAKEWELL,BAKEWELL,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1671,7,1771|1778|1810|1815|1823|1842|1860
NOMBRE-DE-DIOS,NOMBRE-DE-DIOS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1666,6,1778|1797|1810|1815|1823|1860
BOTTOMY,BOTTOMY,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1663,6,1771|1797|1810|1815|1823|1860
COSSACKS,COSSACKS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1663,4,1797|1810|1815|1860
COSSACKS,COSSACKS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1663,4,1797|1810|1815|1860
EASTER,EASTER,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1663,7,1771|1778|1797|1810|1815|1842|1860
OLYMPIC_GAMES,OLYMPIC GAMES,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1663,6,1778|1810|1815|1823|1842|1860
PHIDIAS,PHIDIAS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1660,6,1778|1797|1815|1823|1842|1860
CONTAGION,CONTAGION,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1656,7,1771|1778|1797|1810|1815|1823|1860
VINCENT,VINCENT,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1655,2,1778|1842
VINCENT,VINCENT,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1655,2,1778|1842
VINCENT,VINCENT,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1655,2,1778|1842
ALEUROMANCY,ALEUROMANCY,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1652,7,1771|1797|1810|1815|1823|1842|1860
DARFUR,DARFUR,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1637,3,1810|1842|1860
DARFUR,DARFUR,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1637,3,1810|1842|1860
HENAUT,HENAUT,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1629,4,1797|1815|1842|1860
ASSUMPSIT,ASSUMPSIT,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1627,6,1771|1778|1797|1815|1842|1860
COBALT,COBALT,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1626,5,1771|1778|1797|1842|1860
COBALT,COBALT,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1626,5,1771|1778|1797|1842|1860
MERMAID,MERMAID,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1610,4,1778|1797|1823|1842
MERMAID,MERMAID,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1610,4,1778|1797|1823|1842
HIDALGO,HIDALGO,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1604,5,1797|1810|1815|1823|1860
POLLIO,POLLIO,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1602,4,1778|1815|1842|1860
POLLIO,POLLIO,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1602,4,1778|1815|1842|1860
POLLIO,POLLIO,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1602,4,1778|1815|1842|1860
MONK,MONK,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1600,7,1771|1778|1797|1810|1815|1823|1860
PERRAULT,PERRAULT,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1596,6,1778|1797|1810|1815|1842|1860
DUNNING,DUNNING,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1579,2,1823|1860
